,Miller,Fc^2,Fo^2,Fo^2_sigma,ZOBS,asu,resolution,fcf_IOBS/SIGMA,Diff,,,,
3040,"(-6, -5, 11)",20.8,51.84,15.93,539.1,"(5, 11, 6)",0.86199883,3.254237288,1.948524796,,,,
3041,"(-11, 5, -6)",20.8,44.67,18.96,332.5,"(5, 11, 6)",0.86199883,2.356012658,1.258966245,,,,
3042,"(-6, 11, -5)",20.8,13.39,15.32,87.6,"(5, 11, 6)",0.86199883,0.874020888,-0.483681462,,,,
3043,"(-5, 6, -11)",20.8,-16.42,16.42,422.5,"(5, 11, 6)",0.86199883,-1,-2.266747868,,,,
3044,"(-5, -6, 11)",20.8,-16.06,16.06,436.9,"(5, 11, 6)",0.86199883,-1,-2.295143213,,,,
3045,"(11, -6, 5)",20.8,12.4,22.74,274.1,"(5, 11, 6)",0.86199883,0.545294635,-0.36939314,,,,
3046,"(5, -11, 6)",20.8,16.43,17.93,88.5,"(5, 11, 6)",0.86199883,0.916341327,-0.2437256,,,,
3047,"(6, -5, 11)",20.8,36.08,17.56,446.8,"(5, 11, 6)",0.86199883,2.054669704,0.870159453,,,,
3048,"(6, 5, -11)",20.8,22.97,15.27,539.1,"(5, 11, 6)",0.86199883,1.504256713,0.14210871,,,,
3049,"(11, -5, 6)",20.8,-20.34,20.34,327.6,"(5, 11, 6)",0.86199883,-1,-2.022615536,,,,
3050,"(6, -11, 5)",20.8,38.83,18.24,80,"(5, 11, 6)",0.86199883,2.128837719,0.988486842,,,,
3051,"(5, -6, 11)",20.8,7.15,17.53,401.8,"(5, 11, 6)",0.86199883,0.407872219,-0.778665145,,,,
3052,"(5, 6, -11)",20.8,31.61,14.27,439.9,"(5, 11, 6)",0.86199883,2.21513665,0.757533287,,,,
3053,"(-11, 7, 0)",0.35,27.04,16.88,70.8,"(0, 11, 7)",0.891903586,1.601895735,1.581161137,,,,
3054,"(11, -7, 0)",0.35,-21.6,21.6,72,"(0, 11, 7)",0.891903586,-1,-1.016203704,,,,
3055,"(0, -11, 7)",0.35,3.26,20.58,49.8,"(0, 11, 7)",0.891903586,0.15840622,0.141399417,,,,
3056,"(0, 11, -7)",0.35,-10.6,14.79,55.6,"(0, 11, 7)",0.891903586,-0.716700473,-0.740365112,,,,
3057,"(-11, 0, -7)",0.35,-17.41,17.41,538.5,"(0, 11, 7)",0.891903586,-1,-1.020103389,,,,
3058,"(11, 0, 7)",0.35,-3.12,19.67,0,"(0, 11, 7)",0.891903586,-0.158617184,-0.176410778,,,,
3059,"(0, -7, 11)",0.35,-20.09,20.09,0,"(0, 11, 7)",0.891903586,-1,-1.017421603,,,,
3060,"(0, 7, -11)",0.35,-13.53,13.53,0,"(0, 11, 7)",0.891903586,-1,-1.025868441,,,,
3061,"(11, -7, -1)",2.5,-21.45,21.45,35.5,"(1, 11, 7)",0.889291856,-1,-1.116550117,,,,
3062,"(-11, 7, -1)",2.5,-14.39,17.24,117.2,"(1, 11, 7)",0.889291856,-0.834686775,-0.979698376,,,,
3063,"(-1, 11, -7)",2.5,30.72,15.62,73.3,"(1, 11, 7)",0.889291856,1.966709347,1.806658131,,,,
3064,"(-1, -11, 7)",2.5,11.4,22.11,20.7,"(1, 11, 7)",0.889291856,0.515603799,0.402532791,,,,
3065,"(-11, 1, -7)",2.5,51.4,17.73,500,"(1, 11, 7)",0.889291856,2.899041173,2.758037225,,,,
3066,"(-1, 7, -11)",2.5,14.52,14.67,378.8,"(1, 11, 7)",0.889291856,0.989775051,0.819359237,,,,
3067,"(-1, -7, 11)",2.5,94.2,19.47,364.9,"(1, 11, 7)",0.889291856,4.838212635,4.709809964,,,,
3068,"(-11, 7, 1)",2.5,26.4,16.93,22.5,"(1, 11, 7)",0.889291856,1.559362079,1.411695216,,,,
3069,"(11, -7, 1)",2.5,21.64,21.42,114,"(1, 11, 7)",0.889291856,1.010270775,0.893557423,,,,
3070,"(1, -11, 7)",2.5,36.47,19.46,66.4,"(1, 11, 7)",0.889291856,1.874100719,1.745632066,,,,
3071,"(1, 11, -7)",2.5,-9.04,14.01,34.3,"(1, 11, 7)",0.889291856,-0.64525339,-0.823697359,,,,
3072,"(11, -1, 7)",2.5,27.8,19.82,518.7,"(1, 11, 7)",0.889291856,1.402623613,1.276488396,,,,
3073,"(1, -7, 11)",2.5,13.61,18.18,345.5,"(1, 11, 7)",0.889291856,0.748624862,0.611111111,,,,
3074,"(1, 7, -11)",2.5,27.5,13.36,0,"(1, 11, 7)",0.889291856,2.058383234,1.871257485,,,,
3075,"(-11, 7, -2)",2.82,44.64,17.46,141.5,"(2, 11, 7)",0.881592215,2.556701031,2.395189003,,,,
3076,"(-2, 11, -7)",2.82,-15.91,15.91,87.2,"(2, 11, 7)",0.881592215,-1,-1.177247014,,,,
3077,"(-7, 2, -11)",2.82,-17.13,17.13,554.1,"(2, 11, 7)",0.881592215,-1,-1.164623468,,,,
3078,"(-2, -11, 7)",2.82,81.03,21.57,14.8,"(2, 11, 7)",0.881592215,3.756606398,3.625869263,,,,
3079,"(-11, 2, -7)",2.82,19.48,17.63,463.4,"(2, 11, 7)",0.881592215,1.10493477,0.944980147,,,,
3080,"(-2, 7, -11)",2.82,49.64,15.93,371.7,"(2, 11, 7)",0.881592215,3.116133082,2.9391086,,,,
3081,"(-2, -7, 11)",2.82,-7.78,16.94,355.5,"(2, 11, 7)",0.881592215,-0.459268005,-0.625737898,,,,
3082,"(11, -7, 2)",2.82,-20.79,20.79,145,"(2, 11, 7)",0.881592215,-1,-1.135642136,,,,
3083,"(2, -11, 7)",2.82,-15.41,18.63,84.1,"(2, 11, 7)",0.881592215,-0.827160494,-0.978529254,,,,
3084,"(7, -2, 11)",2.82,-1.95,17.86,548.5,"(2, 11, 7)",0.881592215,-0.109182531,-0.267077268,,,,
3085,"(2, 11, -7)",2.82,17.18,13.68,9.1,"(2, 11, 7)",0.881592215,1.255847953,1.049707602,,,,
3086,"(11, -2, 7)",2.82,-16.06,20.52,471.2,"(2, 11, 7)",0.881592215,-0.782651072,-0.920077973,,,,
3087,"(2, -7, 11)",2.82,86.08,17.24,371.7,"(2, 11, 7)",0.881592215,4.993039443,4.829466357,,,,
3088,"(2, 7, -11)",2.82,5.18,13.67,376.5,"(2, 11, 7)",0.881592215,0.378931968,0.172640819,,,,
3089,"(-11, 7, -3)",2.3,33.25,18.19,0,"(3, 11, 7)",0.869192269,1.827927433,1.701484332,,,,
3090,"(-3, 11, -7)",2.3,-16.15,16.15,99.5,"(3, 11, 7)",0.869192269,-1,-1.142414861,,,,
3091,"(-7, 3, -11)",2.3,2.82,17.05,521.4,"(3, 11, 7)",0.869192269,0.165395894,0.030498534,,,,
3092,"(-11, 3, -7)",2.3,5.66,16.82,0,"(3, 11, 7)",0.869192269,0.336504162,0.199762188,,,,
3093,"(-7, 11, -3)",2.3,-9.28,14.92,19.8,"(3, 11, 7)",0.869192269,-0.621983914,-0.77613941,,,,
3094,"(-3, 7, -11)",2.3,-16.17,16.17,0,"(3, 11, 7)",0.869192269,-1,-1.142238714,,,,
3095,"(-3, -7, 11)",2.3,-14.84,14.84,0,"(3, 11, 7)",0.869192269,-1,-1.154986523,,,,
3096,"(11, -7, 3)",2.3,30.63,19.09,181.1,"(3, 11, 7)",0.869192269,1.604504976,1.484023049,,,,
3097,"(3, -11, 7)",2.3,-18.08,18.08,115.4,"(3, 11, 7)",0.869192269,-1,-1.127212389,,,,
3098,"(7, -3, 11)",2.3,4.16,17.65,518.3,"(3, 11, 7)",0.869192269,0.235694051,0.105382436,,,,
3099,"(11, -3, 7)",2.3,-20.2,20.2,436,"(3, 11, 7)",0.869192269,-1,-1.113861386,,,,
3100,"(7, -11, 3)",2.3,60.18,20.87,26.6,"(3, 11, 7)",0.869192269,2.883564926,2.773358888,,,,
3101,"(3, -7, 11)",2.3,-17.01,17.01,0,"(3, 11, 7)",0.869192269,-1,-1.13521458,,,,
3102,"(11, 3, -7)",2.3,-7.95,7.95,75.8,"(3, 11, 7)",0.869192269,-1,-1.289308176,,,,
3103,"(3, 7, -11)",2.3,38.18,14.32,360.8,"(3, 11, 7)",0.869192269,2.666201117,2.505586592,,,,
3104,"(-11, 7, -4)",8.57,-9.64,19.09,218.5,"(4, 11, 7)",0.85267965,-0.504976427,-0.953902567,,,,
3105,"(-4, 11, -7)",8.57,31.03,15.67,119.7,"(4, 11, 7)",0.85267965,1.980216975,1.433312061,,,,
3106,"(-7, 4, -11)",8.57,-16.35,16.35,482.6,"(4, 11, 7)",0.85267965,-1,-1.524159021,,,,
3107,"(-11, 4, -7)",8.57,31.29,17.11,390.1,"(4, 11, 7)",0.85267965,1.828755114,1.327878434,,,,
3108,"(-7, 11, -4)",8.57,9.77,15.08,67.5,"(4, 11, 7)",0.85267965,0.647877984,0.079575597,,,,
3109,"(-4, 7, -11)",8.57,9.64,16.45,357.5,"(4, 11, 7)",0.85267965,0.586018237,0.065045593,,,,
3110,"(-4, -7, 11)",8.57,27.71,14.33,367.5,"(4, 11, 7)",0.85267965,1.933705513,1.335659456,,,,
3111,"(11, -7, 4)",8.57,56.96,19.63,210.1,"(4, 11, 7)",0.85267965,2.9016811,2.465104432,,,,
3112,"(4, -11, 7)",8.57,-18.06,18.06,118.9,"(4, 11, 7)",0.85267965,-1,-1.474529347,,,,
3113,"(7, -4, 11)",8.57,-12.96,17.8,486.6,"(4, 11, 7)",0.85267965,-0.728089888,-1.209550562,,,,
3114,"(11, -4, 7)",8.57,22.64,19.96,388.6,"(4, 11, 7)",0.85267965,1.134268537,0.70490982,,,,
3115,"(7, -11, 4)",8.57,53.98,19.56,61.1,"(4, 11, 7)",0.85267965,2.759713701,2.321574642,,,,
3116,"(4, -7, 11)",8.57,35.54,17.47,357.9,"(4, 11, 7)",0.85267965,2.034344591,1.543789353,,,,
3117,"(11, 4, -7)",8.57,4.57,7.78,233.7,"(4, 11, 7)",0.85267965,0.587403599,-0.514138817,,,,
3118,"(4, 7, -11)",8.57,-14.34,14.34,358,"(4, 11, 7)",0.85267965,-1,-1.59762901,,,,
3119,"(-11, 7, -5)",0.33,38.11,19.58,238,"(5, 11, 7)",0.832769987,1.946373851,1.929519918,,,,
3120,"(-5, 11, -7)",0.33,-15.84,15.84,129.7,"(5, 11, 7)",0.832769987,-1,-1.020833333,,,,
3121,"(-7, 5, -11)",0.33,-16.87,16.87,438.6,"(5, 11, 7)",0.832769987,-1,-1.019561352,,,,
3122,"(-7, -5, 11)",0.33,-16.5,16.5,552.6,"(5, 11, 7)",0.832769987,-1,-1.02,,,,
3123,"(-11, 5, -7)",0.33,20.31,18.21,353.4,"(5, 11, 7)",0.832769987,1.115321252,1.097199341,,,,
3124,"(-7, 11, -5)",0.33,-5.59,15.74,103.5,"(5, 11, 7)",0.832769987,-0.355146125,-0.376111817,,,,
3125,"(-5, 7, -11)",0.33,17,17.44,368.8,"(5, 11, 7)",0.832769987,0.974770642,0.955848624,,,,
3126,"(-5, -7, 11)",0.33,-9.33,14.23,360.3,"(5, 11, 7)",0.832769987,-0.655657063,-0.678847505,,,,
3127,"(11, -7, 5)",0.33,-20.94,20.94,0,"(5, 11, 7)",0.832769987,-1,-1.015759312,,,,
3128,"(5, -11, 7)",0.33,45.77,18.07,131.4,"(5, 11, 7)",0.832769987,2.532927504,2.514665191,,,,
3129,"(7, -5, 11)",0.33,15.34,18.02,455.5,"(5, 11, 7)",0.832769987,0.85127636,0.832963374,,,,
3130,"(7, 5, -11)",0.33,1.38,14.9,541.7,"(5, 11, 7)",0.832769987,0.09261745,0.070469799,,,,
3131,"(11, -5, 7)",0.33,59,20.63,348.5,"(5, 11, 7)",0.832769987,2.859912748,2.843916626,,,,
3132,"(7, -11, 5)",0.33,7.18,18.87,104.7,"(5, 11, 7)",0.832769987,0.380498145,0.363010069,,,,
3133,"(5, -7, 11)",0.33,42.94,18.14,375,"(5, 11, 7)",0.832769987,2.367144432,2.348952591,,,,
3134,"(5, 7, -11)",0.33,-14,14,357,"(5, 11, 7)",0.832769987,-1,-1.023571429,,,,
3135,"(-11, 7, -6)",0.52,-14.46,20.07,269.3,"(6, 11, 7)",0.810230822,-0.720478326,-0.746387643,,,,
3136,"(-6, 11, -7)",0.52,15.95,16.53,144.9,"(6, 11, 7)",0.810230822,0.964912281,0.933454325,,,,
3137,"(-7, 6, -11)",0.52,76.12,17.63,402.9,"(6, 11, 7)",0.810230822,4.317640386,4.288145207,,,,
3138,"(-7, -6, 11)",0.52,63.79,17.18,456.8,"(6, 11, 7)",0.810230822,3.713038417,3.682770664,,,,
3139,"(-11, 6, -7)",0.52,8.48,20.31,0,"(6, 11, 7)",0.810230822,0.417528311,0.39192516,,,,
3140,"(-7, 11, -6)",0.52,20.55,16.02,127.3,"(6, 11, 7)",0.810230822,1.282771536,1.25031211,,,,
3141,"(-6, 7, -11)",0.52,-17.18,17.18,377.4,"(6, 11, 7)",0.810230822,-1,-1.030267753,,,,
3142,"(-6, -7, 11)",0.52,-13.57,14.21,332.5,"(6, 11, 7)",0.810230822,-0.954961295,-0.991555243,,,,
3143,"(11, -7, 6)",0.52,-23.49,23.49,283.4,"(6, 11, 7)",0.810230822,-1,-1.02213708,,,,
3144,"(6, -11, 7)",0.52,-5.96,18.67,146.2,"(6, 11, 7)",0.810230822,-0.319228709,-0.347080878,,,,
3145,"(7, -6, 11)",0.52,-18.42,18.42,403.5,"(6, 11, 7)",0.810230822,-1,-1.028230185,,,,
3146,"(7, 6, -11)",0.52,-14.31,14.31,426.4,"(6, 11, 7)",0.810230822,-1,-1.036338225,,,,
3147,"(11, -6, 7)",0.52,-14.29,21.17,325.3,"(6, 11, 7)",0.810230822,-0.675011809,-0.69957487,,,,
3148,"(7, -11, 6)",0.52,-18.81,18.81,0,"(6, 11, 7)",0.810230822,-1,-1.02764487,,,,
3149,"(6, -7, 11)",0.52,66.53,18.5,0,"(6, 11, 7)",0.810230822,3.596216216,3.568108108,,,,
3150,"(6, 7, -11)",0.52,-12.33,14.56,351.5,"(6, 11, 7)",0.810230822,-0.846840659,-0.882554945,,,,
3151,"(-11, 8, 0)",3.87,11.99,16.96,57,"(0, 11, 8)",0.854981084,0.706957547,0.478773585,,,,
3152,"(11, -8, 0)",3.87,-18.59,22.35,51.6,"(0, 11, 8)",0.854981084,-0.831767338,-1.0049217,,,,
3153,"(0, -11, 8)",3.87,-19.11,19.11,93.8,"(0, 11, 8)",0.854981084,-1,-1.202511774,,,,
3154,"(0, 11, -8)",3.87,61.63,15.71,98.4,"(0, 11, 8)",0.854981084,3.922978994,3.676639083,,,,
3155,"(-11, 0, -8)",3.87,43.94,19.01,566.4,"(0, 11, 8)",0.854981084,2.311415045,2.10783798,,,,
3156,"(11, 0, 8)",3.87,-21.21,21.21,565.6,"(0, 11, 8)",0.854981084,-1,-1.182461103,,,,
3157,"(0, -8, 11)",3.87,-20.7,20.7,301.8,"(0, 11, 8)",0.854981084,-1,-1.186956522,,,,
3158,"(0, 8, -11)",3.87,-0.63,16.06,317.2,"(0, 11, 8)",0.854981084,-0.039227895,-0.280199253,,,,
3159,"(11, -8, -1)",1.78,-6.16,21.23,18,"(1, 11, 8)",0.85267965,-0.29015544,-0.373999058,,,,
3160,"(-11, 8, -1)",1.78,-16.9,16.9,83.5,"(1, 11, 8)",0.85267965,-1,-1.105325444,,,,
3161,"(-1, 11, -8)",1.78,43.34,17.04,104.2,"(1, 11, 8)",0.85267965,2.54342723,2.438967136,,,,
3162,"(-8, 1, -11)",1.78,-17.27,17.27,0,"(1, 11, 8)",0.85267965,-1,-1.103068906,,,,
3163,"(-1, -11, 8)",1.78,18.12,20.41,84.8,"(1, 11, 8)",0.85267965,0.887800098,0.800587947,,,,
3164,"(-11, 1, -8)",1.78,-18.81,18.81,539.1,"(1, 11, 8)",0.85267965,-1,-1.094630516,,,,
3165,"(-1, 8, -11)",1.78,-16.55,16.55,318.3,"(1, 11, 8)",0.85267965,-1,-1.10755287,,,,
3166,"(-1, -8, 11)",1.78,-20.36,20.36,315.6,"(1, 11, 8)",0.85267965,-1,-1.087426326,,,,
3167,"(-11, 8, 1)",1.78,61.72,16.03,11.2,"(1, 11, 8)",0.85267965,3.850280724,3.739238927,,,,
3168,"(11, -8, 1)",1.78,32.1,21.09,91.4,"(1, 11, 8)",0.85267965,1.522048364,1.437648174,,,,
3169,"(1, -11, 8)",1.78,34.64,18.25,116.2,"(1, 11, 8)",0.85267965,1.898082192,1.800547945,,,,
3170,"(1, 11, -8)",1.78,9.02,14.79,82.5,"(1, 11, 8)",0.85267965,0.609871535,0.489519946,,,,
3171,"(11, -1, 8)",1.78,9.87,21.2,534.5,"(1, 11, 8)",0.85267965,0.465566038,0.381603774,,,,
3172,"(1, -8, 11)",1.78,-19.26,19.26,323.5,"(1, 11, 8)",0.85267965,-1,-1.092419522,,,,
3173,"(1, 8, -11)",1.78,-15.52,15.52,311.1,"(1, 11, 8)",0.85267965,-1,-1.114690722,,,,
3174,"(-11, 8, -2)",3.44,-10.64,16.98,123.1,"(2, 11, 8)",0.845885282,-0.626619552,-0.829210836,,,,
3175,"(-2, 11, -8)",3.44,1.65,17.1,126.1,"(2, 11, 8)",0.845885282,0.096491228,-0.104678363,,,,
3176,"(-8, 2, -11)",3.44,10.46,18.94,541.3,"(2, 11, 8)",0.845885282,0.552270327,0.370644139,,,,
3177,"(-2, -11, 8)",3.44,-7.48,20.22,49.5,"(2, 11, 8)",0.845885282,-0.369930762,-0.540059347,,,,
3178,"(-11, 2, -8)",3.44,33.89,18.1,488.6,"(2, 11, 8)",0.845885282,1.872375691,1.682320442,,,,
3179,"(-8, 11, -2)",3.44,-14.49,14.49,16.6,"(2, 11, 8)",0.845885282,-1,-1.237405107,,,,
3180,"(-2, 8, -11)",3.44,28.89,17.71,322.5,"(2, 11, 8)",0.845885282,1.631281762,1.43704122,,,,
3181,"(-2, -8, 11)",3.44,-16.85,16.85,316.1,"(2, 11, 8)",0.845885282,-1,-1.204154303,,,,
3182,"(11, -8, 2)",3.44,31.81,20.96,116.5,"(2, 11, 8)",0.845885282,1.517652672,1.353530534,,,,
3183,"(2, -11, 8)",3.44,39.97,18.11,109.7,"(2, 11, 8)",0.845885282,2.207067918,2.017117615,,,,
3184,"(8, -2, 11)",3.44,-18.53,18.53,543.5,"(2, 11, 8)",0.845885282,-1,-1.1856449,,,,
3185,"(2, 11, -8)",3.44,-1.74,14.91,45.5,"(2, 11, 8)",0.845885282,-0.116700201,-0.34741784,,,,
3186,"(11, -2, 8)",3.44,26.32,20.7,482.5,"(2, 11, 8)",0.845885282,1.271497585,1.10531401,,,,
3187,"(8, -11, 2)",3.44,44.73,21.54,13.6,"(2, 11, 8)",0.845885282,2.076601671,1.916898793,,,,
3188,"(2, -8, 11)",3.44,33.61,18.43,334.2,"(2, 11, 8)",0.845885282,1.823657081,1.637004883,,,,
3189,"(2, 8, -11)",3.44,18.38,14.68,324.8,"(2, 11, 8)",0.845885282,1.252043597,1.017711172,,,,
3190,"(-11, 8, -3)",6.91,-7.26,17.24,159.3,"(3, 11, 8)",0.834913543,-0.421113689,-0.821925754,,,,
3191,"(-3, 11, -8)",6.91,-16.81,16.81,134.1,"(3, 11, 8)",0.834913543,-1,-1.411064842,,,,
3192,"(-8, 3, -11)",6.91,35.53,17.93,0,"(3, 11, 8)",0.834913543,1.981595092,1.596207474,,,,
3193,"(-3, -11, 8)",6.91,-14.17,17.84,20.5,"(3, 11, 8)",0.834913543,-0.794282511,-1.18161435,,,,
3194,"(-11, 3, -8)",6.91,-9.92,18.01,0,"(3, 11, 8)",0.834913543,-0.550805108,-0.934480844,,,,
3195,"(-8, 11, -3)",6.91,-6.75,15.5,46.5,"(3, 11, 8)",0.834913543,-0.435483871,-0.881290323,,,,
3196,"(-3, 8, -11)",6.91,35.7,17.81,319.2,"(3, 11, 8)",0.834913543,2.004491859,1.61650758,,,,
3197,"(-3, -8, 11)",6.91,-3.66,14.58,0,"(3, 11, 8)",0.834913543,-0.251028807,-0.724965706,,,,
3198,"(11, -8, 3)",6.91,35.28,20.94,160.5,"(3, 11, 8)",0.834913543,1.684813754,1.354823305,,,,
3199,"(3, -11, 8)",6.91,21.38,17.88,143.3,"(3, 11, 8)",0.834913543,1.195749441,0.809284116,,,,
3200,"(8, -3, 11)",6.91,4.93,18.87,510.3,"(3, 11, 8)",0.834913543,0.261261261,-0.104928458,,,,
3201,"(3, 11, -8)",6.91,56.05,15.43,32.4,"(3, 11, 8)",0.834913543,3.632534025,3.18470512,,,,
3202,"(11, -3, 8)",6.91,5.59,20.46,449.9,"(3, 11, 8)",0.834913543,0.273216031,-0.064516129,,,,
3203,"(8, -11, 3)",6.91,-10.85,21.62,42.5,"(3, 11, 8)",0.834913543,-0.501850139,-0.82146161,,,,
3204,"(3, -8, 11)",6.91,62.29,18.55,326.4,"(3, 11, 8)",0.834913543,3.357951482,2.985444744,,,,
3205,"(3, 8, -11)",6.91,-7.42,14.77,304.1,"(3, 11, 8)",0.834913543,-0.502369668,-0.970209885,,,,
3206,"(-11, 8, -4)",0.97,-18.77,18.77,184.3,"(4, 11, 8)",0.820246417,-1,-1.05167821,,,,
3207,"(-4, 11, -8)",0.97,33.79,17.09,0,"(4, 11, 8)",0.820246417,1.977179637,1.920421299,,,,
3208,"(-8, 4, -11)",0.97,-6.99,17.28,480.5,"(4, 11, 8)",0.820246417,-0.404513889,-0.460648148,,,,
3209,"(-4, -11, 8)",0.97,86.42,16.31,15.4,"(4, 11, 8)",0.820246417,5.298589822,5.239117106,,,,
3210,"(-11, 4, -8)",0.97,-16.53,17.56,413.5,"(4, 11, 8)",0.820246417,-0.941343964,-0.996583144,,,,
3211,"(-8, 11, -4)",0.97,32.33,15.67,75.8,"(4, 11, 8)",0.820246417,2.063178047,2.001276324,,,,
3212,"(-4, 8, -11)",0.97,36.66,17.84,327,"(4, 11, 8)",0.820246417,2.054932735,2.000560538,,,,
3213,"(-4, -8, 11)",0.97,25.93,13.87,297,"(4, 11, 8)",0.820246417,1.869502523,1.799567412,,,,
3214,"(11, -8, 4)",0.97,-19.79,19.79,184.5,"(4, 11, 8)",0.820246417,-1,-1.049014654,,,,
3215,"(4, -11, 8)",0.97,-18.44,18.44,152.8,"(4, 11, 8)",0.820246417,-1,-1.052603037,,,,
3216,"(8, -4, 11)",0.97,-18.75,18.75,480,"(4, 11, 8)",0.820246417,-1,-1.051733333,,,,
3217,"(11, -4, 8)",0.97,16.65,20.35,425.5,"(4, 11, 8)",0.820246417,0.818181818,0.770515971,,,,
3218,"(8, -11, 4)",0.97,-6.05,20.96,77.6,"(4, 11, 8)",0.820246417,-0.288645038,-0.334923664,,,,
3219,"(4, -8, 11)",0.97,-18.22,18.22,340,"(4, 11, 8)",0.820246417,-1,-1.0532382,,,,
3220,"(4, 8, -11)",0.97,-14.59,14.59,293.9,"(4, 11, 8)",0.820246417,-1,-1.066483893,,,,
3221,"(-11, 8, -5)",6.36,46.19,21.17,210.5,"(5, 11, 8)",0.802477239,2.181861124,1.881435994,,,,
3222,"(-5, 11, -8)",6.36,-17.4,17.4,173.5,"(5, 11, 8)",0.802477239,-1,-1.365517241,,,,
3223,"(-8, 5, -11)",6.36,-18.59,18.59,445.5,"(5, 11, 8)",0.802477239,-1,-1.342119419,,,,
3224,"(-11, 5, -8)",6.36,-5.05,18.79,0,"(5, 11, 8)",0.802477239,-0.268759979,-0.607237892,,,,
3225,"(-8, 11, -5)",6.36,-17.15,17.15,103.6,"(5, 11, 8)",0.802477239,-1,-1.370845481,,,,
3226,"(-5, 8, -11)",6.36,-18.02,18.02,343.5,"(5, 11, 8)",0.802477239,-1,-1.352941176,,,,
3227,"(-5, -8, 11)",6.36,-0.97,15.48,305,"(5, 11, 8)",0.802477239,-0.062661499,-0.473514212,,,,
3228,"(11, -8, 5)",6.36,2.82,21.5,200.5,"(5, 11, 8)",0.802477239,0.131162791,-0.164651163,,,,
3229,"(5, -11, 8)",6.36,52.39,20.46,0,"(5, 11, 8)",0.802477239,2.560606061,2.249755621,,,,
3230,"(8, -5, 11)",6.36,15.1,19.74,434.6,"(5, 11, 8)",0.802477239,0.764944276,0.442755826,,,,
3231,"(8, 5, -11)",6.36,-11.96,13.93,569,"(5, 11, 8)",0.802477239,-0.858578607,-1.315147164,,,,
3232,"(11, -5, 8)",6.36,-12.38,21.12,383.8,"(5, 11, 8)",0.802477239,-0.586174242,-0.887310606,,,,
3233,"(8, -11, 5)",6.36,15.8,20.57,102,"(5, 11, 8)",0.802477239,0.768108896,0.458920758,,,,
3234,"(5, -8, 11)",6.36,36.11,19.69,328.2,"(5, 11, 8)",0.802477239,1.833925851,1.510919248,,,,
3235,"(5, 8, -11)",6.36,56.83,15.22,281.9,"(5, 11, 8)",0.802477239,3.73390276,3.316031537,,,,
3236,"(-11, 9, 0)",0.56,55.72,17.37,21.3,"(0, 11, 9)",0.818213585,3.207829591,3.175590098,,,,
3237,"(11, -9, 0)",0.56,115.48,23.52,25.5,"(0, 11, 9)",0.818213585,4.909863946,4.886054422,,,,
3238,"(0, -11, 9)",0.56,19.91,18.78,123.2,"(0, 11, 9)",0.818213585,1.060170394,1.030351438,,,,
3239,"(0, 11, -9)",0.56,-14.41,16.75,128.2,"(0, 11, 9)",0.818213585,-0.860298507,-0.893731343,,,,
3240,"(-11, 0, -9)",0.56,-19.7,19.7,583.5,"(0, 11, 9)",0.818213585,-1,-1.028426396,,,,
3241,"(11, 0, 9)",0.56,16.68,21.05,581.6,"(0, 11, 9)",0.818213585,0.79239905,0.765795724,,,,
3242,"(0, -9, 11)",0.56,21.8,22.07,0,"(0, 11, 9)",0.818213585,0.987766198,0.962392388,,,,
3243,"(0, 9, -11)",0.56,10.44,17.96,271.1,"(0, 11, 9)",0.818213585,0.581291759,0.550111359,,,,
3244,"(-11, 9, -1)",2.04,-3.55,17.15,0,"(1, 11, 9)",0.816195792,-0.206997085,-0.325947522,,,,
3245,"(-1, 11, -9)",2.04,29.3,17.77,150.5,"(1, 11, 9)",0.816195792,1.64884637,1.534046145,,,,
3246,"(-9, 1, -11)",2.04,7.14,19.32,0,"(1, 11, 9)",0.816195792,0.369565217,0.263975155,,,,
3247,"(-1, -11, 9)",2.04,23.98,19.55,112.8,"(1, 11, 9)",0.816195792,1.226598465,1.122250639,,,,
3248,"(-11, 1, -9)",2.04,-19.82,19.82,0,"(1, 11, 9)",0.816195792,-1,-1.102926337,,,,
3249,"(-1, 9, -11)",2.04,-16.38,19.28,283.8,"(1, 11, 9)",0.816195792,-0.849585062,-0.955394191,,,,
3250,"(-1, -9, 11)",2.04,20.67,21.68,268,"(1, 11, 9)",0.816195792,0.953413284,0.859317343,,,,
3251,"(11, -9, 1)",2.04,-22.94,22.94,60.2,"(1, 11, 9)",0.816195792,-1,-1.088927637,,,,
3252,"(1, -11, 9)",2.04,42.53,18.59,148.2,"(1, 11, 9)",0.816195792,2.287789134,2.178052717,,,,
3253,"(9, -1, 11)",2.04,-19.75,19.75,588.5,"(1, 11, 9)",0.816195792,-1,-1.103291139,,,,
3254,"(1, 11, -9)",2.04,26.29,16.3,105,"(1, 11, 9)",0.816195792,1.612883436,1.487730061,,,,
3255,"(11, -1, 9)",2.04,6.96,21.66,559.5,"(1, 11, 9)",0.816195792,0.32132964,0.227146814,,,,
3256,"(1, -9, 11)",2.04,-13.5,21.1,286.2,"(1, 11, 9)",0.816195792,-0.639810427,-0.736492891,,,,
3257,"(1, 9, -11)",2.04,-17.48,17.48,280.5,"(1, 11, 9)",0.816195792,-1,-1.116704805,,,,
3258,"(-11, 9, -2)",0.91,-13.66,17.73,0,"(2, 11, 9)",0.810230822,-0.770445572,-0.82177101,,,,
